0.000	 -0.325
0.008	 -0.325
0.016	 -0.305
0.023	 -0.305
0.031	 -0.295
0.039	 -0.265
0.047	 -0.235
0.055	 -0.185
0.062	 -0.135
0.070	 -0.095
0.078	 -0.055
0.086	 -0.015
0.094	  0.005
0.102	 -0.045
0.109	 -0.015
0.117	 -0.005
0.125	 -0.015
0.133	 -0.025
0.141	 -0.025
0.148	 -0.025
0.156	 -0.015
0.164	  0.005
0.172	 -0.035
0.180	 -0.025
0.188	 -0.025
0.195	 -0.025
0.203	 -0.025
0.211	 -0.005
0.219	 -0.035
0.227	 -0.045
0.234	 -0.025
0.242	 -0.005
0.250	  0.015
0.258	  0.035
0.266	  0.055
0.273	  0.005
0.281	 -0.055
0.289	 -0.065
0.297	 -0.065
0.305	 -0.055
0.312	 -0.025
0.320	 -0.005
0.328	 -0.045
0.336	 -0.065
0.344	 -0.065
0.352	 -0.055
0.359	 -0.055
0.367	 -0.055
0.375	  0.005
0.383	  0.125
0.391	 -0.035
0.398	 -0.335
0.406	 -0.385
0.414	 -0.145
0.422	  0.305
0.430	  0.625
0.438	 -0.665
0.445	 -0.735
0.453	 -0.225
0.461	 -0.075
0.469	 -0.085
0.477	 -0.095
0.484	 -0.085
0.492	 -0.095
0.500	 -0.115
0.508	 -0.095
0.516	 -0.105
0.523	 -0.115
0.531	 -0.115
0.539	 -0.135
0.547	 -0.145
0.555	 -0.135
0.562	 -0.185
0.570	 -0.175
0.578	 -0.205
0.586	 -0.235
0.594	 -0.265
0.602	 -0.265
0.609	 -0.265
0.617	 -0.265
0.625	 -0.295
0.633	 -0.275
0.641	 -0.255
0.648	 -0.245
0.656	 -0.225
0.664	 -0.175
0.672	 -0.135
0.680	 -0.105
0.688	 -0.085
0.695	 -0.055
0.703	 -0.055
0.711	 -0.045
0.719	 -0.065
0.727	 -0.045
0.734	 -0.035
0.742	 -0.045
0.750	 -0.045
0.758	 -0.035
0.766	 -0.025
0.773	 -0.035
0.781	 -0.055
0.789	 -0.055
0.797	 -0.035
0.805	 -0.055
0.812	 -0.065
0.820	 -0.065
0.828	 -0.055
0.836	 -0.035
0.844	 -0.045
0.852	 -0.005
0.859	  0.035
0.867	  0.055
0.875	  0.025
0.883	 -0.055
0.891	 -0.055
0.898	 -0.085
0.906	 -0.065
0.914	 -0.045
0.922	 -0.015
0.930	 -0.055
0.938	 -0.075
0.945	 -0.075
0.953	 -0.055
0.961	 -0.055
0.969	 -0.055
0.977	 -0.055
0.984	  0.105
0.992	  0.165
1.000	 -0.105
1.008	 -0.445
1.016	 -0.245
1.023	  0.045
1.031	  0.445
1.039	 -0.675
1.047	 -0.785
1.055	 -0.215
1.062	 -0.035
1.070	 -0.025
1.078	 -0.045
1.086	 -0.045
1.094	 -0.045
1.102	 -0.035
1.109	 -0.055
1.117	 -0.055
1.125	 -0.065
1.133	 -0.045
1.141	 -0.075
1.148	 -0.085
1.156	 -0.095
1.164	 -0.085
1.172	 -0.105
1.180	 -0.135
1.188	 -0.145
1.195	 -0.165
1.203	 -0.175
1.211	 -0.185
1.219	 -0.215
1.227	 -0.235
1.234	 -0.205
1.242	 -0.205
1.250	 -0.195
1.258	 -0.175
1.266	 -0.115
1.273	 -0.095
1.281	 -0.095
1.289	 -0.055
1.297	 -0.015
1.305	 -0.005
1.312	 -0.025
1.320	 -0.005
1.328	 -0.015
1.336	 -0.025
1.344	 -0.025
1.352	 -0.015
1.359	 -0.005
1.367	 -0.005
1.375	 -0.045
1.383	 -0.055
1.391	 -0.025
1.398	 -0.015
1.406	 -0.045
1.414	 -0.045
1.422	 -0.015
1.430	 -0.025
1.438	 -0.055
1.445	 -0.035
1.453	 -0.015
1.461	  0.015
1.469	  0.045
1.477	  0.045
1.484	  0.025
1.492	 -0.045
1.500	 -0.085
1.508	 -0.055
1.516	 -0.055
1.523	 -0.025
1.531	 -0.035
1.539	 -0.025
